Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;EFA_weighted;EFA_km_weighted;EFA_WTT_weighted;EFA_WTT_km_weighted;EFA_WTW_weighted;EFA_WTW_km_weighted
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,0-1h,0-1km;0.108087637;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,1-2h,0-1km;0.186517805;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,2-3h,0-1km;0.187260941;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,3-4h,0-1km;0.193716526;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,4-5h,0-1km;0.194356859;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,5-6h,0-1km;0.189155221;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,6-7h,0-1km;0.183914647;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,7-8h,0-1km;0.178634658;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,8-9h,0-1km;0.173314869;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,9-10h,0-1km;0.167954966;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,10-11h,0-1km;0.162554651;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,11-12h,0-1km;0.157113522;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,>12h,0-1km;0.154378802;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,0-1h,1-2km;0.127115518;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,1-2h,1-2km;0.249482155;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,2-3h,1-2km;0.265455753;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,3-4h,1-2km;0.274355203;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,4-5h,1-2km;0.274790496;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,5-6h,1-2km;0.266759306;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,6-7h,1-2km;0.258724421;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,7-8h,1-2km;0.250686288;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,8-9h,1-2km;0.242645383;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,9-10h,1-2km;0.234602153;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,10-11h,1-2km;0.226556838;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,11-12h,1-2km;0.218509436;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;NOx;Urban;TØ,>12h,1-2km;0.214485049;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,0-1h,0-1km;1.642174721;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,1-2h,0-1km;3.191427469;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,2-3h,0-1km;4.768320084;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,3-4h,0-1km;6.518996716;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,4-5h,0-1km;8.286783218;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,5-6h,0-1km;10.12829304;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,6-7h,0-1km;11.9698;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,7-8h,0-1km;13.81130886;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,8-9h,0-1km;15.65281296;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,9-10h,0-1km;17.49431992;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,10-11h,0-1km;19.33582878;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,11-12h,0-1km;21.17733765;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,>12h,0-1km;22.10692978;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,0-1h,1-2km;2.582742929;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,1-2h,1-2km;6.725895405;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,2-3h,1-2km;10.56192493;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,3-4h,1-2km;14.58119583;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,4-5h,1-2km;18.62010956;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,5-6h,1-2km;22.75790977;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,6-7h,1-2km;26.8957119;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,7-8h,1-2km;31.03351784;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,8-9h,1-2km;35.17132568;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,9-10h,1-2km;39.30912399;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,10-11h,1-2km;43.44692612;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,11-12h,1-2km;47.5847168;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC;Urban;TØ,>12h,1-2km;49.67349625;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,0-1km;0.069142587;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,0-1km;0.134311303;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,0-1km;0.200667351;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,0-1km;0.274339974;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,0-1km;0.348732978;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,0-1km;0.426229149;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,0-1km;0.503725469;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,0-1km;0.581221581;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,0-1km;0.658717632;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,0-1km;0.736213863;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,0-1km;0.813710213;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,0-1km;0.891206264;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,0-1km;0.930326641;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,1-2km;0.108856894;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,1-2km;0.28328985;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,1-2km;0.444785953;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;0.61402595;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,1-2km;0.784096003;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,1-2km;0.958339512;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,1-2km;1.132583141;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,1-2km;1.306826711;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,1-2km;1.481069922;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,1-2km;1.65531373;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,1-2km;1.829557061;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,1-2km;2.003800631;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,1-2km;2.091758966;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,0-1h,0-1km;0.000590066;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,1-2h,0-1km;0.001017269;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,2-3h,0-1km;0.001123909;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,3-4h,0-1km;0.00126467;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,4-5h,0-1km;0.001381637;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,5-6h,0-1km;0.001480618;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,6-7h,0-1km;0.00158373;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,7-8h,0-1km;0.001691235;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,8-9h,0-1km;0.001803415;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,9-10h,0-1km;0.001920577;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,10-11h,0-1km;0.002043054;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,11-12h,0-1km;0.002171212;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,>12h,0-1km;0.002237347;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,0-1h,1-2km;0.001153914;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,1-2h,1-2km;0.002360891;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,2-3h,1-2km;0.002732825;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,3-4h,1-2km;0.003088981;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,4-5h,1-2km;0.003372615;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,5-6h,1-2km;0.00359367;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,6-7h,1-2km;0.003820826;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,7-8h,1-2km;0.004054214;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,8-9h,1-2km;0.004293947;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,9-10h,1-2km;0.004540117;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,10-11h,1-2km;0.004792784;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,11-12h,1-2km;0.005051963;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,>12h,1-2km;0.005183788;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,0-1h,0-1km;2.33E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,1-2h,0-1km;3.96E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,2-3h,0-1km;4.36E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,3-4h,0-1km;4.91E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,4-5h,0-1km;5.36E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,5-6h,0-1km;5.75E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,6-7h,0-1km;6.15E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,7-8h,0-1km;6.57E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,8-9h,0-1km;7.01E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,9-10h,0-1km;7.46E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,10-11h,0-1km;7.94E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,11-12h,0-1km;8.45E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,>12h,0-1km;8.71E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,0-1h,1-2km;4.85E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,1-2h,1-2km;9.61E+11;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,2-3h,1-2km;1.10E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,3-4h,1-2km;1.24E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,4-5h,1-2km;1.35E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,5-6h,1-2km;1.45E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,6-7h,1-2km;1.54E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,7-8h,1-2km;1.64E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,8-9h,1-2km;1.74E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,9-10h,1-2km;1.84E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,10-11h,1-2km;1.94E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,11-12h,1-2km;2.05E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,>12h,1-2km;2.11E+12;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,0-1h,0-1km;4.734940052;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,1-2h,0-1km;9.196341515;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,2-3h,0-1km;13.73959446;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,3-4h,0-1km;18.78388405;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,4-5h,0-1km;23.87748718;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,5-6h,0-1km;29.18360138;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,6-7h,0-1km;34.48971176;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,7-8h,0-1km;39.79581833;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,8-9h,0-1km;45.10193634;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,9-10h,0-1km;50.40804291;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,10-11h,0-1km;55.7141571;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,11-12h,0-1km;61.02025986;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,>12h,0-1km;63.69879532;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,0-1h,1-2km;7.457174301;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,1-2h,1-2km;19.40221405;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,2-3h,1-2km;30.46120262;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,3-4h,1-2km;42.05116653;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,4-5h,1-2km;53.69802856;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,5-6h,1-2km;65.63091278;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,6-7h,1-2km;77.56380463;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,7-8h,1-2km;89.49669647;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,8-9h,1-2km;101.4296036;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,9-10h,1-2km;113.3624954;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,10-11h,1-2km;125.2953644;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,11-12h,1-2km;137.228302;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;TØ,>12h,1-2km;143.2520447;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,0-1h,0-1km;5.043848991;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,1-2h,0-1km;9.795593262;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,2-3h,0-1km;14.63480186;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,3-4h,0-1km;20.00772476;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,4-5h,0-1km;25.43318748;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,5-6h,0-1km;31.08501244;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,6-7h,0-1km;36.73683548;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,7-8h,0-1km;42.38865662;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,8-9h,0-1km;48.04047012;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,9-10h,0-1km;53.69228745;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,10-11h,0-1km;59.34412384;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,11-12h,0-1km;64.9959259;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,>12h,0-1km;67.84897614;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,0-1h,1-2km;7.945002556;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,1-2h,1-2km;20.66919899;;;;;
2020ColdAverage[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;TØ,2-3h,1-2km;32.44948196;;;;;
