Id	xCoord	yCoord	Types
263	665648.9378161761	258149.66278745135	work
264	665687.2862877226	210996.81592748794	work
265	665782.0813117761	211101.04363468842	work
266	665835.5593233318	211037.39719510815	work
267	665779.2031209609	211436.0170754081	work
268	665693.3454862373	256454.732833588	work
269	665587.1260903915	210919.47575899118	work
270	665092.759224566	211466.09472731358	leisure,work
271	665909.0328273549	211871.98737586147	work
272	665833.0853968203	257743.9264700153	work
273	665366.1402350534	258351.88076509867	work
274	666137.629912277	258988.34335183844	work
275	666185.6982206284	207854.19118510734	work
276	665794.6256103135	210972.0365749557	work
277	665957.3822994302	211519.72025182768	shop,work
278	666015.2995736466	210941.05782265696	work
279	665922.0597314256	211911.39419401283	shop,work
280	665613.2303511578	258401.8493445442	work
281	666031.0162810928	212549.18221077265	leisure,work
282	666216.8184439208	211454.55601557164	leisure,work
283	665366.9835227695	211337.4227962675	shop,work
284	666075.6096290317	211611.34123537596	work
285	666070.4722449086	212525.64758620248	work
286	666067.5997481109	211144.71420622492	shop,work
287	666226.6798514203	211558.00338480566	work
288	665913.3148045884	212427.77333935496	work
289	666730.9862033157	256491.22405103268	education,work
290	666280.602203757	257732.33355225855	shop,work
291	666229.7503189533	208392.97640417967	work
292	666365.0824132075	212706.45481715485	work
293	666554.6626244744	252306.44546580638	work
294	666175.2416378093	210816.81365208147	work
295	666345.4856896668	257597.8899670487	education,work
296	666481.0109103088	204217.54370830476	work
297	666920.2539358187	204810.7999682398	shop,work
298	666173.388025229	210442.95869999478	work
299	666449.8153554401	212014.3669083327	work
300	666479.3901482511	212260.57346421786	work
301	666165.049082647	213224.22060071648	work
302	666439.6631314639	238945.62768400213	work
303	666041.4868233831	258069.10378075432	work
304	666426.8111366142	211587.2774802219	work
305	666641.2950247505	212226.2205944654	work
306	666209.0658488097	226122.69210236424	work
307	666758.3967221983	210113.11245839638	education,work
308	666714.846504272	257907.38065263437	shop,work
309	667511.0924898192	221273.82336384454	work
310	666793.2328986819	257587.42627084485	work
311	667696.8959551185	213392.79001239085	work
312	667252.9482377412	256145.87875661385	work
313	667662.6137799245	245043.3900185141	work
314	667436.4575344599	255260.31647430823	work
315	667210.0296571656	214225.68275429716	work
316	667572.1876494662	236834.34442018616	work
317	667870.2322127525	209994.324631078	work
318	667828.2391313146	236163.80121597656	work
319	668026.1877472006	210368.48925881067	work
320	668191.3537012575	235817.94684779397	work
321	668646.5914218776	236030.69193017072	work
322	668111.3928723687	261857.93165177753	work
323	668224.2090437108	236819.11371474143	leisure,work
324	668226.7129632372	242168.2728918164	work
325	668221.6214390971	244094.22990797524	work
326	667928.5725881719	203039.4866037827	shop,work
327	668548.5605490454	211009.98580653424	work
328	668224.9055767367	236359.65987908715	shop,work
329	668754.0261949995	245167.39587985683	shop,work
330	668661.5027098979	245164.6147462915	education,work
331	668882.1527112585	202814.40296044765	shop,work
332	668180.3244151052	213735.6968071989	work
333	668587.0040569782	214870.11597576464	shop,work
334	668461.4018250116	215223.6301083499	education,work
335	668642.3997457974	202935.79066337008	work
336	668552.9489090142	211854.08589409906	education,work
337	668183.2831272702	215294.31157131985	shop,work
338	668725.5260432091	215882.86492569384	work
339	668509.7804745166	244747.83464916385	shop,work
340	668795.0569764724	201039.8415811296	work
341	669156.8373388267	235225.93224898502	work
342	669071.745243556	243621.59480756518	work
343	668651.6625621493	263968.29104157304	work
344	669377.3446071866	212532.78710801495	work
345	669549.5927357093	216723.22592020148	work
346	669584.0343358883	246439.2724015471	work
347	669576.1294439641	255151.25220689471	work
348	669491.4963108288	255110.32912647937	work
349	669489.0326688759	254776.34426309142	work
350	669646.6685193263	240013.5454813637	work
351	669009.9632607247	201790.83743071023	work
352	669670.731019479	211810.6887984394	work
353	670381.1644258763	254975.9234401015	shop,work
354	669846.8763100752	245978.805650547	work
355	669861.3777095668	252279.14035923267	work
356	669703.1824095927	255074.12279028352	work
357	668992.8862658791	254622.63737170654	education,work
358	669798.1368386565	216405.55465230858	work
359	670128.9119194958	252907.14691519443	shop,work
360	670418.6042442322	252802.76268489548	work
361	670295.5049020534	253107.36487043	leisure,work
362	669995.3566669503	253465.8688320311	leisure,work
363	670142.0651264526	216185.86418251877	shop,work
364	670258.6280825501	213524.62851295777	work
365	670431.0323011084	252306.17114171665	leisure,work
366	670522.6140670513	200986.33856473505	work
367	670626.9917086342	201080.11696692227	shop,work
368	670568.07507521	201835.82869673247	work
369	670624.0517996877	201189.60656916062	work
370	670540.2048010967	201731.92399366738	work
371	670313.7286213085	210824.87455253516	work
372	670483.1796135178	261941.90080225567	work
373	670632.0070609121	201498.65646335922	work
374	670403.4783140259	234634.9550543753	work
375	670790.6910391886	235002.084673337	work
376	671322.9859920111	235177.777485138	work
377	671165.6009478904	210944.82238743626	work
378	670990.5985615369	244347.70593308567	work
379	670869.4128207722	211034.85714422297	work
380	670774.5087970861	243035.89970132316	work
381	671202.4766888351	247459.0691332212	work
382	671625.672769697	240730.1170103424	work
383	671746.4774398125	257445.3056326302	work
384	671957.2099198512	249936.41815175628	work
385	671881.5251152508	250380.49334466556	shop,work
386	671593.2341811581	202035.33360823404	work
387	672152.87830455	232355.72708844344	work
388	672789.9175608803	239855.18040100907	work
389	672162.7914077543	251871.87451675365	shop,work
390	672136.1132443266	251217.77160868756	work
391	671969.3135501398	252051.97619637547	shop,work
392	672135.0072270513	248161.19931191258	work
393	672268.6638412501	252598.888053158	work
394	672725.6856038132	256626.52276209174	work
395	673007.177521257	250334.63194415835	work
396	672101.0177136462	250830.18455372186	shop,work
397	672175.1128976395	224700.5003296852	work
398	672907.4052845656	250380.62359316822	work
399	672596.2241613016	253078.32553471785	education,work
400	673554.1431421869	251341.47652188822	work
401	672732.523639551	219630.70626943212	work
402	672981.0087059342	236741.6128979029	work
403	673622.7212251807	215890.8989760235	work
404	673206.1603248382	216461.11838082987	work
405	673362.2093366263	220663.14381186903	work
406	673536.9540500437	252739.46068625856	work
407	673792.0253116	213369.6692088637	work
408	673860.4404004081	262124.49354358105	work
409	674580.4997059746	249021.50065160694	work
410	673433.4628910596	251129.76851365622	work
411	674514.0628254948	252682.86151505454	work
412	674134.6870704934	250003.48973277665	work
413	673965.9706165175	249613.16398503337	work
414	673981.044513961	241450.2841506365	shop,work
415	673825.2399577509	249786.26624192775	work
416	674117.2571635357	204289.56581449276	leisure,work
417	674220.8649528755	247748.3188593332	work
418	673697.5184690122	248242.0338620985	education,work
419	674431.4982122814	248589.50752332906	leisure,work
420	674384.4957015323	204046.77261470305	work
421	674711.9118916697	247461.61343542679	shop,work
422	674508.5754276132	209649.44252720405	education,work
423	674999.708658554	246499.09476390775	work
424	675020.3452315927	248226.19542294776	leisure,work
425	674620.7755036333	249794.32259946215	work
426	674720.7838595305	209626.7261843569	work
427	674678.4543326639	222346.23350458534	work
428	675225.0098114668	259491.78187439436	work
429	675768.1279541982	246074.4856697861	work
430	675940.580343693	229269.8963751952	work
431	675334.1861261543	256636.39595683236	work
432	675892.7288569461	256072.68341251215	work
433	675135.2339093146	259326.75571807745	work
434	675283.9246069759	215220.85808324866	work
435	675343.7809375464	221630.6786398453	work
436	674947.7958630298	223839.5120928962	work
437	674741.663027885	250458.35134290165	shop,work
438	675576.0501071002	250527.3221209577	education,work
439	675679.1704111057	223825.12585189877	work
440	675814.7906758604	209960.82972003586	education,work
441	675196.2991169357	222367.98385913775	work
442	675486.6348041649	250813.5114384932	shop,work
443	676168.1332750715	261134.93755487466	work
444	676368.615770506	224118.29303424127	work
445	675865.1728090794	215250.30259167103	work
446	676187.4844316237	215398.98039091946	work
447	675304.8595881828	215583.43838737218	work
448	675672.0563836029	260676.5745029421	education,work
449	676117.2035108507	210216.7022845969	work
450	676184.2649550035	214759.83624916672	shop,work
451	676144.113055191	236637.44912515354	work
452	676007.3399981331	260791.37985987298	work
453	676320.7485314485	219779.18976362413	work
454	676097.9968691955	250535.25913673927	work
455	676222.6170462238	251958.1719585945	work
456	676095.3937673784	259912.43229280255	shop,work
457	675699.2894085799	260322.98355256696	work
458	676637.2584531218	227588.29942657828	work
459	676339.1381902075	236462.98802662644	work
460	676590.9288367433	250317.712746657	work
461	676443.2850774559	224780.18130483836	work
462	676544.4020123495	237103.61343428135	education,work
463	676489.4372005564	246102.83427227204	work
464	676434.9020199792	250707.50109709278	work
465	676733.3213974544	251855.42962315172	work
466	676327.2915566787	217691.4740009624	work
467	677144.825731568	225525.44268249042	work
468	676665.1899721773	239307.97040142748	work
469	676787.1854766251	258966.78825666587	work
470	676514.2326817252	216859.1357424953	work
471	676867.8669056749	250544.0175919893	work
472	677151.5997717314	250726.81623780148	work
473	676783.806384541	255205.64792158123	work
474	677397.7298782449	280934.4105165507	work
475	676826.6898314256	281494.6514956216	work
476	676987.6341166814	225833.16167432038	work
477	676854.5817253067	251279.15573930912	work
478	677295.3679869085	253465.8620133412	work
479	677378.3808325367	255565.10115391604	work
480	676849.1617896236	226089.25219698195	shop,work
481	677064.4148581899	249620.86015782593	work
482	677093.3688131061	254662.12729680564	work
483	677604.1077415426	254811.17256259808	work
484	676718.8843704171	251373.33758249448	work
485	677642.8970430042	253424.59165635175	shop,work
486	677000.5175828288	226349.26226940996	work
487	677367.2524598937	233528.81148414552	work
488	678000.9449536374	243763.1583223967	education,work
489	677748.4613310944	226687.73612518507	work
490	678795.2763029517	241020.49942997147	work
491	678265.8630756759	289852.4235257008	work
492	678369.257602839	254019.38679665007	work
493	678766.5429538453	248849.09958151905	work
494	678273.6678884382	262553.1931789385	shop,work
495	678692.3662558334	227162.0054242265	work
496	678003.249048005	227091.75602816528	work
497	678290.7326025538	248458.41089582365	leisure,work
498	677985.0625102555	201452.27913990838	work
499	678359.321439875	227306.64940530827	work
500	678421.1238368853	249526.95064342333	work
501	678588.5806624487	227314.24565850143	shop,work
502	678359.4941774136	227470.52382237127	work
503	679418.4882586721	243205.62187934978	work
504	678628.1324726286	251739.24232016905	work
505	678638.8622117444	268664.5801687871	shop,work
506	678369.758735445	226795.47701970316	education,work
507	678919.0084181502	253672.18647716453	work
508	679490.9783376491	202517.5768909485	shop,work
509	679071.4736516007	248576.52249975936	work
510	678931.9595160582	249944.70129443266	work
511	678959.5565004214	227787.95396261723	work
512	678807.0410170441	248476.40913547602	work
513	678353.238241982	249771.2441702705	work
514	678302.7836459669	249381.30628802994	work
515	679011.0142424043	249149.65940740774	work
516	679077.0374671798	227026.07898758576	work
517	679542.7911229007	249265.8510475189	work
518	679445.1860987002	247853.6045935313	work
519	679588.2188461865	227599.1824617209	work
520	679908.7310242282	227451.42351629277	shop,work
521	679601.4489574913	228208.9907409236	leisure,work
522	679090.5696381022	244458.33652325504	work
523	679256.8414991607	249519.31642192384	work
524	679304.6901834575	210271.3072488146	leisure,work
525	679462.1323507468	226764.9736510461	work
526	679668.4135741045	248029.78501159776	work
527	678952.3575266355	261711.53011590993	work
528	679338.4916025222	248453.95050267098	work
529	679570.0587134511	249420.2359592193	work
530	679616.0099714885	248787.27209459918	work
531	678977.1343535515	282383.85550325847	work
532	679655.9452232617	248963.92980907674	education,work
533	679611.8274804058	249319.90002653186	work
534	679859.8843871078	251307.98409596583	work
535	679265.8355279265	247203.7244607547	work
536	679378.9516287532	249452.34140373042	work
537	679776.9927394652	204805.2750611827	leisure,work
538	679886.5569995088	235890.33854721615	work
539	679862.999820202	250643.38379703867	work
540	680148.4511563767	232069.72637032697	shop,work
541	680072.473912969	247378.7634161086	work
542	679647.3065794836	268429.0848675905	work
543	680592.5365847028	248020.94477339165	work
544	680641.5991793503	267700.5252652908	work
545	680174.3551362559	282611.3959375108	work
546	679851.7509877895	260542.83810549983	work
547	680828.4824197391	246929.33514843826	work
548	680540.9988824138	262606.43663980335	education,work
549	679996.5148294626	246315.48446006962	work
550	680412.9722416898	272875.3721619556	leisure,work
551	681226.6837324376	258911.8282293453	work
552	680986.3059652908	248260.32271507333	work
553	680533.9235376512	246635.46990542047	work
554	680431.8052044456	247157.64001154082	work
555	681004.7557410558	218876.8967089042	leisure,work
556	680678.1405014464	242410.05992446383	work
557	680127.0894000495	246304.3885622394	work
558	680353.1390663877	249491.5635581895	work
559	681442.9320754817	249485.30246619135	work
560	681045.0385992358	246452.26089803028	work
561	681467.0389215874	246407.2297090682	leisure,work
562	681516.9467461555	246680.09106868214	work
563	680970.7463494473	247570.14932278587	leisure,work
564	681928.5742859847	247823.1046552999	work
565	680950.5869851065	248529.76079454395	work
566	681301.3552446464	249083.56140493642	work
567	680944.3969404754	242429.83449423476	work
568	681333.4032630582	246868.2896164574	work
569	680704.2414852771	247465.88495775042	work
570	681422.3975777089	248229.3909960945	work
571	680570.2810228602	249070.02969915722	shop,work
572	681741.6935861806	240962.1892154105	work
573	681336.9192154389	246924.50909769916	work
574	681243.149427519	247672.34753365788	leisure,work
575	681232.5068850424	247935.0516903114	work
576	681331.6945768718	249245.77311886993	work
577	681617.7138084935	252681.58439949524	education,work
578	680689.1646896307	262766.7822254118	work
579	682153.6854254272	247219.99715864594	leisure,work
580	681671.3915926958	246898.63676497794	work
581	681897.9889505432	248389.36427806574	shop,work
582	681592.3424426077	247680.4160201119	shop,work
583	681388.2071054118	247959.49741898273	work
584	681867.2467423439	249529.32671474543	leisure,work
585	681329.7818458824	262939.7456090757	work
586	681571.6852515767	213289.4024694805	work
587	681414.1385131261	213155.18557481014	work
588	681388.0609381425	224944.62439118512	work
589	681642.8951226084	257053.12178534677	work
590	681614.9411631491	217525.32494615822	work
591	680716.8044392734	225041.50243796548	work
592	681034.744873578	225541.5411569666	work
593	681967.2928209861	227598.12164582746	work
594	681526.2251304886	245486.30718613835	shop,work
595	682105.4263526358	246570.57847661595	work
596	681530.9496059334	246927.31587778748	work
597	681629.0056396448	250262.26222045062	work
598	681470.7198155569	249752.19985246213	work
599	681266.1904751216	270098.65780389664	work
600	681750.1176336701	224022.21692663984	leisure,work
601	682164.8845688803	225036.40893306985	work
602	681850.4958425813	224113.55122871694	work
603	681549.3616430948	224524.11889631228	work
604	681125.441924761	225110.07325416693	work
605	681289.7797772645	225275.36601009918	work
606	681562.2839917	224751.14622946453	work
607	681678.5683089793	224514.56332385607	work
608	681966.2286945413	224604.9727932639	work
609	681473.5404474529	247475.59820626467	leisure,work
610	681082.6495211745	247148.1482350429	work
611	682100.7115671725	247457.6326378398	leisure,work
612	681558.1660423544	248226.97396816348	work
613	681332.477471344	251548.18229394566	work
614	681977.724465261	223261.75516987278	work
615	681531.5392974679	223099.6607312263	work
616	682030.9457281434	224381.03928657898	shop,work
617	682009.7410053855	225509.2496557431	work
618	681756.3596787816	225302.74844034304	shop,work
619	682265.6147390674	225497.28156264688	work
620	681903.4285873562	226238.2024951311	work
621	681401.0998654737	225689.2897633401	work
622	681785.5976230988	248447.419342448	work
623	681792.4576751165	259373.88402250907	work
624	681790.0474480866	224864.16086157088	work
625	681862.9310695592	225850.27412587145	work
626	681244.0122234633	225880.61985652125	work
627	681364.6144560335	226472.13199748	shop,work
628	681746.6865464094	226241.66513365932	work
629	682729.9595914888	247605.34840564776	work
630	681759.0115354379	247806.43352616945	work
631	681992.6307393461	247621.1932338986	shop,work
632	681607.7666199671	249642.73102579635	work
633	681676.9842534253	250708.347296788	work
634	682516.0354791704	225387.22782040993	work
635	681981.3562959163	246865.9488925241	work
636	681824.9426967968	246943.7416823922	work
637	682441.507097037	247220.052235656	work
638	681373.0639679775	247461.08466045043	work
639	681842.8741955224	248204.1457086646	work
640	682435.3004219746	248467.42530338175	leisure,work
641	682367.8681273465	249048.5779164345	work
642	681911.3986609412	249167.91334806205	work
643	682023.7894560344	226074.69586820723	work
644	681861.6205730861	247910.61618318257	work
645	682088.0084189061	247776.3131951621	work
646	681284.2781070458	247994.20826006867	work
647	682395.953166667	251407.57727960162	shop,work
648	681813.5250284598	227414.63598366437	work
649	681502.8430717374	245725.00248422247	work
650	682118.1250501246	245749.34507924225	work
651	682041.6015870145	248188.55115795182	shop,work
652	681243.1646211213	248162.04502073087	work
653	682078.6454579928	248561.30562417227	shop,work
654	681634.8401193172	225352.29074376306	work
655	682066.9329874673	225225.11191795222	work
656	682817.794485041	244618.27047129595	work
657	682046.8341164002	247302.31734712774	work
658	682066.1825561549	247993.13296377182	work
659	682162.1013299702	249021.47065743298	leisure,work
660	682615.3791581308	274101.38045427867	work
661	682722.3618725934	227379.15962999532	work
662	682353.013278685	227943.06596844087	work
663	683226.8752193208	227709.31577095267	work
664	682305.3973950568	227898.19557455953	work
665	681953.5624298607	246928.17125756657	work
666	683080.2845637996	247499.176330202	work
667	682242.8465242776	247670.85779972258	shop,work
668	682082.0651887937	248989.35498927944	work
669	682276.7336043678	256470.46904139232	shop,work
670	682406.0090163591	213139.50289915275	work
671	682424.1541832093	212520.80836237772	shop,work
672	682981.6925531564	244542.31004658513	work
673	683102.3966376064	244002.45636240815	work
674	682073.7348111252	248737.7663976104	work
675	682320.8302149345	252216.38263364896	work
676	682646.0400604233	241160.332188528	work
677	682031.2604872525	246032.2949490368	work
