PersonId	TripId	xCoordOrigin	yCoordOrigin	xCoordDestination	yCoordDestination	activityDuration	mode	activityType
383	2	684960.8824146348	256330.6838034055	682472.9257405093	263375.62785224966	10800.0	car	work
383	3	682472.9257405093	263375.62785224966	682898.8735541054	263413.6891122146	1800.0	car	shop
383	4	682898.8735541054	263413.6891122146	682958.1887834299	262291.388700342	29313.0	car	home
386	0	663210.3374795914	212296.23916336536	663995.6266188546	214362.38975908534	36000.0	car	work
386	1	663995.6266188546	214362.38975908534	663210.3374795914	212296.23916336536	20615.0	car	home
404	0	688139.4001680089	234527.05379953617	688822.53378275	234015.7181959244	21600.0	car	work
404	1	688822.53378275	234015.7181959244	688139.4001680089	234527.05379953617	3600.0	car	home
404	2	688139.4001680089	234527.05379953617	687591.1689193477	234928.40570541602	1800.0	car	shop
404	3	687591.1689193477	234928.40570541602	688139.4001680089	234527.05379953617	1800.0	car	home
404	4	688139.4001680089	234527.05379953617	686744.544114588	236140.68421918427	3600.0	car	leisure
404	5	686744.544114588	236140.68421918427	688139.4001680089	234527.05379953617	34073.0	car	home
409	0	678194.7834268265	242029.34927137528	678254.6274075526	248373.7665244351	1800.0	car	leisure
409	1	678254.6274075526	248373.7665244351	672721.3895113432	252575.81527359135	39600.0	car	work
409	2	672721.3895113432	252575.81527359135	678194.7834268265	242029.34927137528	26098.0	car	home
410	0	732425.6233886607	253367.2915392165	732119.8052087205	252758.9337757881	21600.0	car	shop
410	1	732119.8052087205	252758.9337757881	732425.6233886607	253367.2915392165	28903.0	car	home
411	0	702620.0015079068	229270.15521758687	682377.8522967021	246971.73938934604	32400.0	car	work
411	1	682377.8522967021	246971.73938934604	683446.9031290456	247831.35387213933	10800.0	car	leisure
411	2	683446.9031290456	247831.35387213933	702620.0015079068	229270.15521758687	15080.0	car	home
418	0	666495.4513782848	257316.0034916336	682449.5197356034	246773.3119795746	36000.0	car	work
418	1	682449.5197356034	246773.3119795746	666495.4513782848	257316.0034916336	25847.0	car	home
430	0	733025.2081885849	273851.09242289496	732309.8116236512	277366.50936032465	18000.0	car	work
430	1	732309.8116236512	277366.50936032465	733025.2081885849	273851.09242289496	48238.0	car	home
434	0	722231.8818393805	252628.77047086312	720975.7519855096	257730.67394795862	18000.0	car	work
434	1	720975.7519855096	257730.67394795862	720587.6684465667	258444.16952666847	3600.0	car	leisure
434	2	720587.6684465667	258444.16952666847	720444.7199871014	257718.21264507005	14400.0	car	work
434	3	720444.7199871014	257718.21264507005	722231.8818393805	252628.77047086312	24584.0	car	home
449	0	640571.1646513978	240863.4715106891	641219.021426527	241257.53937900488	21600.0	car	work
449	1	641219.021426527	241257.53937900488	640571.1646513978	240863.4715106891	7200.0	car	home
449	2	640571.1646513978	240863.4715106891	642054.2363804529	241484.4708174315	18000.0	car	work
449	3	642054.2363804529	241484.4708174315	640571.1646513978	240863.4715106891	10835.0	car	home
487	0	698657.8878100244	283592.7298831457	690316.6109073168	283553.5859414468	1800.0	car	shop
487	1	690316.6109073168	283553.5859414468	690611.438562487	285947.51727582177	18000.0	car	work
487	2	690611.438562487	285947.51727582177	689696.9058119089	283676.6861840498	1800.0	car	shop
487	3	689696.9058119089	283676.6861840498	690451.1519351932	286031.67014217575	14400.0	car	work
487	4	690451.1519351932	286031.67014217575	698657.8878100244	283592.7298831457	25716.0	car	home
540	0	675291.2655445779	226209.84506085073	649851.7573645277	211905.5639616687	36000.0	car	work
540	1	649851.7573645277	211905.5639616687	675291.2655445779	226209.84506085073	24504.0	car	home
546	0	663221.1090043818	239110.7012689506	687909.5689466901	250828.34860073615	39600.0	car	work
546	1	687909.5689466901	250828.34860073615	684812.8764040847	252261.18134934342	3600.0	car	leisure
546	2	684812.8764040847	252261.18134934342	663221.1090043818	239110.7012689506	14281.0	car	home
550	0	702872.6467227706	262344.14930106397	697278.5271344015	261686.83860397863	3600.0	car	leisure
550	1	697278.5271344015	261686.83860397863	697200.4238639907	262265.21240727545	14400.0	car	work
550	2	697200.4238639907	262265.21240727545	697063.2701083538	261747.183244411	3600.0	car	leisure
550	3	697063.2701083538	261747.183244411	697834.4143643891	261375.27413913686	21600.0	car	work
550	4	697834.4143643891	261375.27413913686	702872.6467227706	262344.14930106397	25419.0	car	home
558	0	677900.7251618507	245916.06654904838	674198.7897371043	248861.46701598636	18000.0	car	shop
558	1	674198.7897371043	248861.46701598636	678261.4049087475	249263.49851281632	3600.0	car	leisure
558	2	678261.4049087475	249263.49851281632	677900.7251618507	245916.06654904838	33291.0	car	home
569	0	699532.5240758547	248627.3636536941	678368.7029908065	248796.56878109372	36000.0	car	work
569	1	678368.7029908065	248796.56878109372	699532.5240758547	248627.3636536941	30693.0	car	home
573	0	687545.6319217745	247911.1427437183	679128.1996828866	248277.78255314924	39600.0	car	work
573	1	679128.1996828866	248277.78255314924	687545.6319217745	247911.1427437183	20952.0	car	home
576	0	668933.5589802231	236219.13256255855	668601.9890511872	236191.74992116337	7200.0	car	shop
576	1	668601.9890511872	236191.74992116337	668933.5589802231	236219.13256255855	19977.0	car	home
582	0	699813.1087454491	258982.1104380277	696669.0658917609	261997.79027579335	3600.0	car	shop
582	1	696669.0658917609	261997.79027579335	699813.1087454491	258982.1104380277	26276.0	car	home
611	0	668669.1523486092	229514.0097702284	667969.0256050852	235624.05782176252	21600.0	car	leisure
611	1	667969.0256050852	235624.05782176252	668382.0442599105	236371.325233769	1800.0	car	shop
611	2	668382.0442599105	236371.325233769	668669.1523486092	229514.0097702284	25217.0	car	home
617	0	701712.9097056275	264682.08612712694	692814.4853231751	264743.8449031511	36000.0	car	work
617	1	692814.4853231751	264743.8449031511	703807.5700867287	266592.55924589443	1800.0	car	shop
617	2	703807.5700867287	266592.55924589443	701712.9097056275	264682.08612712694	23506.0	car	home
628	0	705651.5169316694	230698.24806512985	705447.3731929506	235608.18940136384	32400.0	car	work
628	1	705447.3731929506	235608.18940136384	705049.3635222755	232124.1487879815	1800.0	car	shop
628	2	705049.3635222755	232124.1487879815	705651.5169316694	230698.24806512985	31089.0	car	home
642	0	680835.4238477794	263651.81248038844	682434.2634327711	263328.0412526938	18000.0	car	shop
642	1	682434.2634327711	263328.0412526938	684909.5999495655	255793.87408470616	1800.0	car	leisure
642	2	684909.5999495655	255793.87408470616	680835.4238477794	263651.81248038844	28396.0	car	home
653	0	660339.559517758	238246.3384027782	663256.6299823807	244665.22830753753	3600.0	car	shop
653	1	663256.6299823807	244665.22830753753	663525.6422206818	245868.97153586592	18000.0	car	work
653	2	663525.6422206818	245868.97153586592	655939.9589550857	233548.65188843812	14400.0	car	shop
653	3	655939.9589550857	233548.65188843812	656920.5360996395	233647.34538615934	21600.0	car	leisure
653	4	656920.5360996395	233647.34538615934	660339.559517758	238246.3384027782	1800.0	car	home
668	0	689463.678938262	250783.47423677644	690952.1232972177	248145.36765175554	3600.0	car	leisure
668	1	690952.1232972177	248145.36765175554	688601.8327484713	250732.761626488	1800.0	car	shop
668	2	688601.8327484713	250732.761626488	688065.5871062521	251868.2541211922	18000.0	car	work
668	3	688065.5871062521	251868.2541211922	689426.5688862073	250906.73258890994	1800.0	car	shop
668	4	689426.5688862073	250906.73258890994	688946.6460282521	252008.79676068499	18000.0	car	work
668	5	688946.6460282521	252008.79676068499	690753.0006338371	248707.36010608028	7200.0	car	leisure
668	6	690753.0006338371	248707.36010608028	689463.678938262	250783.47423677644	15212.0	car	home
673	0	705368.8839037927	231175.17997138874	704612.5957028673	231765.16306340403	43200.0	car	work
673	1	704612.5957028673	231765.16306340403	705368.8839037927	231175.17997138874	18913.0	car	home
696	0	663842.4115450033	209126.31573037364	666040.2470222338	211123.3413850999	1800.0	car	shop
696	1	666040.2470222338	211123.3413850999	666021.8133631329	211630.13853829092	10800.0	car	leisure
696	2	666021.8133631329	211630.13853829092	663842.4115450033	209126.31573037364	24683.0	car	home
728	0	690267.1794215947	208689.65660519982	691458.0656921384	208625.147122466	36000.0	car	work
728	1	691458.0656921384	208625.147122466	690267.1794215947	208689.65660519982	26222.0	car	home
732	0	697255.4886167173	233513.4803371386	682452.7559679582	248644.54132330426	10800.0	car	work
732	1	682452.7559679582	248644.54132330426	686650.1912572995	251361.91051241828	1800.0	car	shop
732	2	686650.1912572995	251361.91051241828	682160.940465901	248767.88743771636	25200.0	car	work
732	3	682160.940465901	248767.88743771636	697255.4886167173	233513.4803371386	10861.0	car	home
734	0	650597.4752873594	227791.4028547573	652373.108017071	229763.45337850874	14400.0	car	leisure
734	1	652373.108017071	229763.45337850874	646282.4183168752	234426.98565571915	1800.0	car	shop
734	2	646282.4183168752	234426.98565571915	650597.4752873594	227791.4028547573	36910.0	car	home
753	0	690415.5712432787	245545.65636900123	680127.4061311109	247238.0122938673	39600.0	car	work
753	1	680127.4061311109	247238.0122938673	684454.4883808545	245914.12293554714	3600.0	car	leisure
753	2	684454.4883808545	245914.12293554714	690415.5712432787	245545.65636900123	20061.0	car	home
754	0	666984.760278816	210159.7354106328	666788.8062043964	210195.92758826935	36000.0	car	work
754	1	666788.8062043964	210195.92758826935	666984.760278816	210159.7354106328	24027.0	car	home
759	0	709679.390458078	268879.2452440215	709451.2277013569	267534.74705202103	32400.0	car	work
759	1	709451.2277013569	267534.74705202103	709679.390458078	268879.2452440215	1800.0	car	home
759	2	709679.390458078	268879.2452440215	709533.2769489074	268470.0227137223	1800.0	car	shop
759	3	709533.2769489074	268470.0227137223	709679.390458078	268879.2452440215	17506.0	car	home
782	0	690521.1405576112	284478.27908261697	689712.1408148275	285446.6383762458	18000.0	car	work
782	1	689712.1408148275	285446.6383762458	690575.6946329339	283178.66932094493	3600.0	car	shop
782	2	690575.6946329339	283178.66932094493	690521.1405576112	284478.27908261697	25401.0	car	home
788	0	717351.5569935872	259573.24099962637	714660.544322062	262925.70562288136	21600.0	car	leisure
788	1	714660.544322062	262925.70562288136	710831.7448504455	260966.49098512906	1800.0	car	work
788	2	710831.7448504455	260966.49098512906	720937.6446473277	258686.6252203796	3600.0	car	leisure
788	3	720937.6446473277	258686.6252203796	717351.5569935872	259573.24099962637	18228.0	car	home
801	0	666123.947271412	212766.59549897292	666228.7578312034	211291.0901325134	28800.0	car	work
801	1	666228.7578312034	211291.0901325134	666123.947271412	212766.59549897292	48237.0	car	home
816	0	693640.3900507505	250636.941811377	683641.361337615	247984.72700905136	18000.0	car	work
816	1	683641.361337615	247984.72700905136	693640.3900507505	250636.941811377	3600.0	car	home
816	2	693640.3900507505	250636.941811377	683387.9593507294	248634.6703659028	14400.0	car	work
816	3	683387.9593507294	248634.6703659028	682529.3399021548	246361.80671446983	1800.0	car	shop
816	4	682529.3399021548	246361.80671446983	693640.3900507505	250636.941811377	22498.0	car	home
823	0	662873.7911318112	214623.28804467982	666266.6922679476	212693.15408377544	46800.0	car	work
823	1	666266.6922679476	212693.15408377544	665843.9041636747	212006.81459496505	3600.0	car	leisure
823	2	665843.9041636747	212006.81459496505	662873.7911318112	214623.28804467982	2577.0	car	home
826	0	683782.5029711007	246758.17540191903	683153.9458028363	248644.77410296188	39600.0	car	work
826	1	683153.9458028363	248644.77410296188	683782.5029711007	246758.17540191903	17282.0	car	home
836	0	664797.9775029557	223886.776796932	666000.06285817	211950.19201155106	36000.0	car	work
836	1	666000.06285817	211950.19201155106	664797.9775029557	223886.776796932	25921.0	car	home
841	0	684105.1178478312	240760.54167609438	684101.6120709372	241493.92486891604	18000.0	car	work
841	1	684101.6120709372	241493.92486891604	683681.5847488074	242521.98815832913	3600.0	car	leisure
841	2	683681.5847488074	242521.98815832913	684672.6861238879	241514.68151285537	21600.0	car	work
841	3	684672.6861238879	241514.68151285537	683713.4259701527	242868.45026539805	10800.0	car	leisure
841	4	683713.4259701527	242868.45026539805	684105.1178478312	240760.54167609438	6885.0	car	home
846	0	677580.5328685681	279490.829757702	689592.494971954	283741.5771804195	28800.0	car	work
846	1	689592.494971954	283741.5771804195	677580.5328685681	279490.829757702	45290.0	car	home
849	0	662743.0272381942	217709.43060504273	666225.0040134013	211734.86941564767	1800.0	car	leisure
849	1	666225.0040134013	211734.86941564767	666077.8607421946	211730.59024717408	36000.0	car	work
849	2	666077.8607421946	211730.59024717408	662743.0272381942	217709.43060504273	25039.0	car	home
852	0	727705.1753151763	244489.5454119032	725054.7580255431	244056.45485846503	32400.0	car	work
852	1	725054.7580255431	244056.45485846503	727705.1753151763	244489.5454119032	28426.0	car	home
858	0	683090.8797217597	249142.6748128063	683221.8788817831	248134.8835861886	1800.0	car	shop
858	1	683221.8788817831	248134.8835861886	683251.67630759	248378.12735715424	3600.0	car	leisure
858	2	683251.67630759	248378.12735715424	684132.5278481342	245838.40309862318	14400.0	car	work
858	3	684132.5278481342	245838.40309862318	681480.9351513695	248866.5561004652	3600.0	car	leisure
858	4	681480.9351513695	248866.5561004652	683090.8797217597	249142.6748128063	24141.0	car	home
863	0	696000.5144531893	262752.2795587871	700866.8259833275	258553.4138066847	39600.0	car	work
863	1	700866.8259833275	258553.4138066847	696102.2679043814	260995.47738809456	7200.0	car	leisure
863	2	696102.2679043814	260995.47738809456	696000.5144531893	262752.2795587871	8113.0	car	home
881	0	700677.0991261845	253934.90277908312	700103.6941472568	260730.45857888402	7200.0	car	leisure
881	1	700103.6941472568	260730.45857888402	703341.2611259042	252942.20229322277	1800.0	car	work
881	2	703341.2611259042	252942.20229322277	699447.4470456834	259823.0565231142	3600.0	car	leisure
881	3	699447.4470456834	259823.0565231142	702661.9260481631	252906.46946998552	1800.0	car	work
881	4	702661.9260481631	252906.46946998552	699665.527070854	259893.61461874587	1800.0	car	leisure
881	5	699665.527070854	259893.61461874587	700677.0991261845	253934.90277908312	29023.0	car	home
896	0	664128.1880037298	259543.84981759143	657895.3120663462	262867.12014156877	1800.0	car	leisure
896	1	657895.3120663462	262867.12014156877	645755.8620362041	249413.78642776722	10800.0	car	work
896	2	645755.8620362041	249413.78642776722	665580.8937414647	258577.90985362453	7200.0	car	leisure
896	3	665580.8937414647	258577.90985362453	645043.6583321202	249433.84784752995	7200.0	car	work
896	4	645043.6583321202	249433.84784752995	665551.7065692313	259110.6209457218	1800.0	car	leisure
896	5	665551.7065692313	259110.6209457218	645652.8899493444	249156.144437631	14400.0	car	work
896	6	645652.8899493444	249156.144437631	664963.079981479	258786.93783230186	3600.0	car	leisure
896	7	664963.079981479	258786.93783230186	664128.1880037298	259543.84981759143	3600.0	car	home
896	8	664128.1880037298	259543.84981759143	646158.1860074587	248821.2474643806	7200.0	car	leisure
896	9	646158.1860074587	248821.2474643806	664128.1880037298	259543.84981759143	1800.0	car	home
899	0	657124.2525920315	231674.52570265858	646582.5188966517	248935.44976913728	32400.0	car	work
899	1	646582.5188966517	248935.44976913728	657124.2525920315	231674.52570265858	29434.0	car	home
902	0	681450.3201593141	245844.5495990378	684843.89585095	245501.31636323928	57600.0	car	work
902	1	684843.89585095	245501.31636323928	681450.3201593141	245844.5495990378	2575.0	car	home
908	0	672446.373948197	249378.1444283713	669509.2705569889	252784.0538974105	36000.0	car	work
908	1	669509.2705569889	252784.0538974105	672446.373948197	249378.1444283713	26607.0	car	home
914	0	697173.7453207654	245476.40318090652	707335.504117808	243571.39632167039	32400.0	car	work
914	1	707335.504117808	243571.39632167039	697173.7453207654	245476.40318090652	24232.0	car	home
926	0	683315.6568157003	261836.28309023657	682448.0521513115	263773.6182793534	18000.0	car	shop
926	1	682448.0521513115	263773.6182793534	683190.753292956	263512.1949237666	18000.0	car	work
926	2	683190.753292956	263512.1949237666	683315.6568157003	261836.28309023657	17876.0	car	home
954	0	702428.0485991613	251976.4090363144	693812.112582332	253621.68684853037	3600.0	car	leisure
954	1	693812.112582332	253621.68684853037	705642.9865022601	255685.93151600976	7200.0	car	shop
954	2	705642.9865022601	255685.93151600976	702428.0485991613	251976.4090363144	36104.0	car	home
958	0	717369.851844391	261350.97454249903	699923.4793690717	253951.7151252732	32400.0	car	work
958	1	699923.4793690717	253951.7151252732	702297.8373745709	242131.65697076984	10800.0	car	leisure
958	2	702297.8373745709	242131.65697076984	717369.851844391	261350.97454249903	13157.0	car	home
967	0	653331.849278773	230624.56334839622	656328.7899776241	233323.50996719877	14400.0	car	shop
967	1	656328.7899776241	233323.50996719877	657617.2408717226	220730.85540702948	3600.0	car	work
967	2	657617.2408717226	220730.85540702948	663270.3537142468	215369.3972081713	1800.0	car	leisure
967	3	663270.3537142468	215369.3972081713	657280.9421218359	220312.8536970933	10800.0	car	work
967	4	657280.9421218359	220312.8536970933	653331.849278773	230624.56334839622	28717.0	car	home
998	0	663132.191161498	252406.3971717035	663091.6724086001	244845.00490620238	21600.0	car	work
998	1	663091.6724086001	244845.00490620238	663132.191161498	252406.3971717035	13805.0	car	home
1010	0	696677.4853523748	262303.44934995944	700177.8963097127	262072.41401341915	18000.0	car	work
1010	1	700177.8963097127	262072.41401341915	697984.190147827	261733.28321586867	3600.0	car	shop
1010	2	697984.190147827	261733.28321586867	696677.4853523748	262303.44934995944	36568.0	car	home
1017	0	691118.0404590912	255782.47192973294	696510.5308115006	261335.99452691132	32400.0	car	work
1017	1	696510.5308115006	261335.99452691132	696756.122887429	262117.15837540038	1800.0	car	shop
1017	2	696756.122887429	262117.15837540038	699209.4900005058	262717.083051583	3600.0	car	education
1017	3	699209.4900005058	262717.083051583	697683.8054865878	261762.30712910884	3600.0	car	leisure
1017	4	697683.8054865878	261762.30712910884	691118.0404590912	255782.47192973294	21282.0	car	home
1028	0	655936.5690116596	234164.91450586478	655693.3634840501	241935.72693611527	3600.0	car	work
1028	1	655693.3634840501	241935.72693611527	655936.5690116596	234164.91450586478	50404.0	car	home
1051	0	703487.5046017796	284841.22348358185	702397.4916483242	282157.58412413555	7200.0	car	shop
1051	1	702397.4916483242	282157.58412413555	695980.4069206751	289016.474654967	18000.0	car	leisure
1051	2	695980.4069206751	289016.474654967	702870.716370652	281961.4623096136	1800.0	car	shop
1051	3	702870.716370652	281961.4623096136	703487.5046017796	284841.22348358185	26571.0	car	home
1070	0	680510.1237066528	246711.9924386322	683228.7767810235	251500.61247453035	3600.0	car	leisure
1070	1	683228.7767810235	251500.61247453035	682779.8814932982	247845.77492654033	3600.0	car	shop
1070	2	682779.8814932982	247845.77492654033	680510.1237066528	246711.9924386322	46547.0	car	home
1075	0	706544.1182220262	240527.72340193568	693473.7099234253	248666.25508101578	32400.0	car	work
1075	1	693473.7099234253	248666.25508101578	706544.1182220262	240527.72340193568	1800.0	car	home
1080	0	712450.0541243097	264267.3937249137	710259.3064016305	260933.12126767862	18000.0	car	shop
1080	1	710259.3064016305	260933.12126767862	691530.0084266897	286337.87218052434	1800.0	car	work
1080	2	691530.0084266897	286337.87218052434	702140.2128743018	267548.207314348	3600.0	car	shop
