"ID_PERSON"	"WP"	"TRIP_NR"	"S_Time"	"H_X"	"H_Y"	"S_X"	"S_Y"	"D_X"	"D_Y"	"BIKE"	"AGE"	"GENDER"	"LICENSE"	"GA"	"HT"	"TICKETS"	"CAR_AV"	"INC_1000"	"DAY"	"TRIP_MODE"	"TRIP_PURPOSE"	"TRIP_DISTANCE"	"TRIP_DURATION"	"ID_TOUR"
26971	2.24	1	495	-891809.46	15413556.1985633	-891809.46	15413556.1985633	-891536.99	15415494.7015437	0	20	0	0	0	0	0	3	3.9	5	3	1	1.9	15	269711
26971	2.24	2	555	-891809.46	15413556.1985633	-891536.99	15415494.7015437	-891417.91	15414490.6458106	0	20	0	0	0	0	0	3	3.9	5	3	3	1	15	269711
26971	2.24	3	780	-891809.46	15413556.1985633	-891417.91	15414490.6458106	-891809.46	15413556.1985633	0	20	0	0	0	0	0	3	3.9	5	3	3	1	10	269711
26971	2.24	4	975	-891809.46	15413556.1985633	-891809.46	15413556.1985633	-891845.73	15413904.0918464	0	20	0	0	0	0	0	3	3.9	5	1	3	0.3	15	269712
26971	2.24	5	1000	-891809.46	15413556.1985633	-891845.73	15413904.0918464	-891809.46	15413556.1985633	0	20	0	0	0	0	0	3	3.9	5	1	3	0.3	35	269712
72541	2.21	1	440	-895210.79	15415521.4308381	-895210.79	15415521.4308381	-893411.34	15418204.4435016	1	46	0	1	0	1	1	2	8.59	5	4	1	3.2	25	725411
72541	2.21	2	732	-895210.79	15415521.4308381	-893411.34	15418204.4435016	-895210.79	15415521.4308381	1	46	0	1	0	1	1	2	9.64	5	4	1	3.2	28	725411
72541	2.21	3	870	-895210.79	15415521.4308381	-895210.79	15415521.4308381	-893725.83	15414563.2452503	1	46	0	1	0	1	1	2	9.81	5	4	3	1.7	17	725412
72541	2.21	4	930	-895210.79	15415521.4308381	-893725.83	15414563.2452503	-895210.79	15415521.4308381	1	46	0	1	0	1	1	2	8.47	5	4	3	1.7	17	725412
72541	2.21	5	990	-895210.79	15415521.4308381	-895210.79	15415521.4308381	-894219.37	15414861.0994483	1	46	0	1	0	1	1	2	8.46	5	3	4	1.2	5	725413
72541	2.21	6	1050	-895210.79	15415521.4308381	-894219.37	15414861.0994483	-895210.79	15415521.4308381	1	46	0	1	0	1	1	2	9.43	5	3	4	1.2	5	725413
72041	2.21	1	372	-894948.48	15417420.5153786	-894948.48	15417420.5153786	-890296.59	15413923.4744491	1	41	0	0	0	0	1	3	2.99	5	4	1	5.7	33	720411
72041	2.21	2	870	-894948.48	15417420.5153786	-890296.59	15413923.4744491	-894948.48	15417420.5153786	1	41	0	0	0	0	1	3	2.29	5	4	1	5.7	42	720411
71651	2.17	1	430	-888923.42	15420164.8250012	-888923.42	15420164.8250012	-889740.58	15420356.7860787	1	50	1	1	0	0	0	1	26.61	2	2	1	0.8	10	716511
71651	2.17	2	1000	-888923.42	15420164.8250012	-889740.58	15420356.7860787	-888923.42	15420164.8250012	1	50	1	1	0	0	0	1	26.02	2	2	1	0.8	10	716511
27091	2.13	1	630	-894419.73	15413686.3418406	-894419.73	15413686.3418406	-894196.66	15413649.3733622	1	50	0	1	0	0	1	1	8.76	3	1	1	0.2	5	270911
27091	2.13	2	705	-894419.73	15413686.3418406	-894196.66	15413649.3733622	-894102.78	15413603.7560112	1	50	0	1	0	0	1	1	8.12	3	1	3	0.1	1	270911
27091	2.13	3	720	-894419.73	15413686.3418406	-894102.78	15413603.7560112	-894419.73	15413686.3418406	1	50	0	1	0	0	1	1	8.54	3	1	1	0.3	5	270911
27091	2.13	4	820	-894419.73	15413686.3418406	-894419.73	15413686.3418406	-894650.47	15413450.2986926	1	50	0	1	0	0	1	1	9.39	3	3	5	0.3	2	270912
27091	2.13	5	915	-894419.73	15413686.3418406	-894650.47	15413450.2986926	-892156.9	15415063.9822323	1	50	0	1	0	0	1	1	8.88	3	3	3	2.9	15	270912
27091	2.13	6	1065	-894419.73	15413686.3418406	-892156.9	15415063.9822323	-894419.73	15413686.3418406	1	50	0	1	0	0	1	1	8.8	3	3	3	2.6	15	270912
26742	2.12	1	510	-893044.78	15415147.3023090	-893046.42	15415157.2485708	-890975.18	15414079.1457070	1	47	1	1	0	0	1	1	2.06	1	2	1	2.3	20	267421
26742	2.12	2	1110	-893044.78	15415147.3023090	-890975.18	15414079.1457070	-893044.78	15415147.3023090	1	47	1	1	0	0	1	1	3.86	1	2	1	2.3	20	267421
71711	1.96	1	480	-892676.73	15411201.4946330	-892676.73	15411201.4946330	-892529.41	15411036.2047365	1	8	0	0	0	0	1	3	4.79	5	1	2	0.2	10	717111
71711	1.96	2	715	-892676.73	15411201.4946330	-892529.41	15411036.2047365	-892676.73	15411201.4946330	1	8	0	0	0	0	1	3	4.43	5	1	2	0.2	10	717111
71711	1.96	3	900	-892676.73	15411201.4946330	-892676.73	15411201.4946330	-895414.05	15415553.2518661	1	8	0	0	0	0	1	3	5.49	5	3	3	5	5	717112
71711	1.96	4	960	-892676.73	15411201.4946330	-895414.05	15415553.2518661	-892676.73	15411201.4946330	1	8	0	0	0	0	1	3	5.8	5	3	3	5	5	717112
26851	1.94	1	480	-894834.21	15419887.0981231	-894834.21	15419887.0981231	-894711.05	15419791.5112900	1	7	1	0	0	0	0	3	8.85	2	1	2	0.2	2	268511
26851	1.94	2	720	-894834.21	15419887.0981231	-894711.05	15419791.5112900	-894834.21	15419887.0981231	1	7	1	0	0	0	0	3	8.85	2	1	2	0.2	2	268511
26851	1.94	3	795	-894834.21	15419887.0981231	-894834.21	15419887.0981231	-894711.05	15419791.5112900	1	7	1	0	0	0	0	3	8.85	2	1	2	0.2	2	268512
26851	1.94	4	915	-894834.21	15419887.0981231	-894711.05	15419791.5112900	-894834.21	15419887.0981231	1	7	1	0	0	0	0	3	8.85	2	1	2	0.2	2	268512
27941	1.9	1	435	-889627.25	15412331.9501490	-889632.2	15412333.2401030	-891188.03	15414642.2648042	0	42	0	1	0	0	1	3	1.81	2	4	1	2.7	27	279411
27941	1.9	2	1020	-889627.25	15412331.9501490	-891188.03	15414642.2648042	-891510.94	15414620.6531835	0	42	0	1	0	0	1	3	1.94	2	1	3	0.3	5	279411
27941	1.9	3	1040	-889627.25	15412331.9501490	-891510.94	15414620.6531835	-889632.2	15412333.2401030	0	42	0	1	0	0	1	3	1.49	2	4	1	2.9	28	279411
26891	1.72	1	650	-893169.51	15414587.5017621	-893169.51	15414587.5017621	-891274.09	15414474.3221066	1	43	1	1	0	0	1	2	4.72	4	4	1	1.9	20	268911
26891	1.72	2	870	-893169.51	15414587.5017621	-891274.09	15414474.3221066	-891146.73	15414800.7228112	1	43	1	1	0	0	1	2	5.16	4	4	4	0.3	6	268911
26891	1.72	3	915	-893169.51	15414587.5017621	-891126.93	15414795.5610544	-893169.51	15414587.5017621	1	43	1	1	0	0	1	2	4.94	4	4	1	2	15	268911
26891	1.72	4	1040	-893169.51	15414587.5017621	-893169.51	15414587.5017621	-891274.09	15414474.3221066	1	43	1	1	0	0	1	2	4.94	4	4	1	1.9	15	268912
26501	1.54	1	390	-890737.75	15414990.2714414	-890737.75	15414990.2714414	-892741.97	15413143.4223275	1	51	0	1	0	0	1	1	3.69	4	4	1	2.7	32	265011
26501	1.54	2	690	-890737.75	15414990.2714414	-892741.97	15413143.4223275	-890737.75	15414990.2714414	1	51	0	1	0	0	1	1	3.69	4	4	1	2.7	30	265011
26501	1.54	3	840	-890737.75	15414990.2714414	-890737.75	15414990.2714414	-891510.94	15414620.6531835	1	51	0	1	0	0	1	1	3.69	4	1	3	0.8	20	265012
26501	1.54	4	900	-890737.75	15414990.2714414	-891510.94	15414620.6531835	-890737.75	15414990.2714414	1	51	0	1	0	0	1	1	3.69	4	1	3	0.8	20	265012
72631	1.51	1	600	-894782	15409445.1233968	-894782	15409445.1233968	-894484.61	15409620.4683785	0	61	0	1	0	0	0	3	6.55	4	1	3	0.3	7	726311
72631	1.51	2	622	-894782	15409445.1233968	-894484.61	15409620.4683785	-894782	15409445.1233968	0	61	0	1	0	0	0	3	6.55	4	1	3	0.3	10	726311
72631	1.51	3	645	-894782	15409445.1233968	-894782	15409445.1233968	-894627.77	15409578.4225350	0	61	0	1	0	0	0	3	6.39	4	1	4	0.2	10	726312
72631	1.51	4	750	-894782	15409445.1233968	-894627.77	15409578.4225350	-894782	15409445.1233968	0	61	0	1	0	0	0	3	7.31	4	1	4	0.2	12	726312
72631	1.51	5	960	-894782	15409445.1233968	-894782	15409445.1233968	-894511.21	15409489.8945996	0	61	0	1	0	0	0	3	6.44	4	1	4	0.3	7	726313
72631	1.51	6	1050	-894782	15409445.1233968	-894511.21	15409489.8945996	-894782	15409445.1233968	0	61	0	1	0	0	0	3	7.57	4	1	4	0.3	7	726313
26441	1.44	1	435	-890823.3	15416366.3145802	-890823.3	15416366.3145802	-890853.44	15416331.8638908	1	70	1	1	1	0	1	1	5.06	5	1	3	0	3	264411
26441	1.44	2	450	-890823.3	15416366.3145802	-890853.44	15416331.8638908	-890823.3	15416366.3145802	1	70	1	1	1	0	1	1	4.93	5	1	3	0	3	264411
71801	1.43	1	960	-894628.91	15417104.4961251	-894628.91	15417104.4961251	-894930.61	15419192.9374942	1	34	1	1	0	0	1	2	8.96	7	4	4	2.1	31	718011
71801	1.43	2	1140	-894628.91	15417104.4961251	-894930.61	15419192.9374942	-894628.91	15417104.4961251	1	34	1	1	0	0	1	2	8.96	7	4	4	2.1	27	718011
26371	1.4	1	780	-889612.01	15417848.4757480	-889612.01	15417848.4757480	-889217.85	15419522.4487159	0	32	1	0	0	0	0	3	6.25	7	4	4	1.7	22	263711
26371	1.4	2	1050	-889612.01	15417848.4757480	-889217.85	15419522.4487159	-889612.01	15417848.4757480	0	32	1	0	0	0	0	3	6.25	7	4	4	1.7	20	263711
26371	1.4	3	1110	-889612.01	15417848.4757480	-889612.01	15417848.4757480	-888039.64	15417227.0490975	0	32	1	0	0	0	0	3	6.25	7	4	4	1.7	25	263712
26371	1.4	4	1275	-889612.01	15417848.4757480	-888039.64	15417227.0490975	-889612.01	15417848.4757480	0	32	1	0	0	0	0	3	6.25	7	4	4	1.7	20	263712
72191	1.32	1	390	-892297.17	15419881.2643814	-892297.17	15419881.2643814	-889848.83	15417994.8245484	1	60	1	1	0	0	1	1	9.67	1	4	1	3	18	721911
72191	1.32	2	680	-892297.17	15419881.2643814	-889848.83	15417994.8245484	-892297.17	15419881.2643814	1	60	1	1	0	0	1	1	9.99	1	4	1	3	18	721911
72191	1.32	3	750	-892297.17	15419881.2643814	-892297.17	15419881.2643814	-889848.83	15417994.8245484	1	60	1	1	0	0	1	1	8.2	1	4	1	3	18	721912
72191	1.32	4	1020	-892297.17	15419881.2643814	-889848.83	15417994.8245484	-892297.17	15419881.2643814	1	60	1	1	0	0	1	1	8.57	1	4	1	3	20	721912
27981	1.31	1	510	-889832.78	15415135.1579431	-889832.78	15415135.1579431	-889604.47	15414631.4805669	0	73	0	0	1	0	1	3	26.3	1	1	1	0.5	33	279811
27981	1.31	2	580	-889832.78	15415135.1579431	-889604.47	15414631.4805669	-889832.78	15415135.1579431	0	73	0	0	1	0	1	3	26.14	1	1	1	0.5	6	279811
26431	1.24	1	600	-887820.73	15417275.7353512	-887820.73	15417275.7353512	-887820.73	15417275.7353512	1	83	1	1	0	0	0	1	6.05	1	1	4	0	120	264311
72901	1.23	1	480	-890783.22	15418873.0234731	-890783.22	15418873.0234731	-891147.45	15418693.0070735	1	10	0	0	0	0	0	3	7.12	2	1	2	0.4	10	729011
72901	1.23	2	710	-890783.22	15418873.0234731	-891147.45	15418693.0070735	-890783.22	15418873.0234731	1	10	0	0	0	0	0	3	6.14	2	1	2	0.4	10	729011
72901	1.23	3	810	-890783.22	15418873.0234731	-890783.22	15418873.0234731	-891147.45	15418693.0070735	1	10	0	0	0	0	0	3	7.91	2	1	2	0.4	10	729012
72901	1.23	4	940	-890783.22	15418873.0234731	-891147.45	15418693.0070735	-890783.22	15418873.0234731	1	10	0	0	0	0	0	3	7.83	2	1	2	0.4	10	729012
72902	1.23	1	510	-890783.22	15418873.0234731	-890783.22	15418873.0234731	-891147.45	15418693.0070735	1	6	0	0	0	0	0	3	7.13	2	1	2	0.4	15	729021
72902	1.23	2	675	-890783.22	15418873.0234731	-891147.45	15418693.0070735	-890783.22	15418873.0234731	1	6	0	0	0	0	0	3	6.14	2	1	2	0.4	15	729021
26931	1.23	1	780	-895103.95	15415282.0293856	-895103.95	15415282.0293856	-894626.84	15415326.9236283	1	13	1	0	0	0	0	3	12.41	1	1	4	0.5	10	269311
26931	1.23	2	810	-895103.95	15415282.0293856	-894626.84	15415326.9236283	-893725.83	15414563.2452503	1	13	1	0	0	0	0	3	12.91	1	4	4	1.2	50	269311
26931	1.23	3	865	-895103.95	15415282.0293856	-893725.83	15414563.2452503	-894626.84	15415326.9236283	1	13	1	0	0	0	0	3	12.92	1	4	4	1.2	55	269311
26931	1.23	4	1080	-895103.95	15415282.0293856	-894626.84	15415326.9236283	-895103.95	15415282.0293856	1	13	1	0	0	0	0	3	13.25	1	3	4	0.5	15	269311
26931	1.23	5	1320	-895103.95	15415282.0293856	-895103.95	15415282.0293856	-895103.95	15415282.0293856	1	13	1	0	0	0	0	3	13.42	1	1	4	0	60	269312
26631	1.06	3	900	-893535.13	15414767.3979682	-893535.13	15414767.3979682	-893725.83	15414563.2452503	0	71	0	0	1	0	1	3	4.56	4	1	3	0.3	5	266312
26631	1.06	4	960	-893535.13	15414767.3979682	-893724.67	15414555.5377880	-893535.13	15414767.3979682	0	71	0	0	1	0	1	3	4.97	4	1	3	0.3	5	266312
27391	1.04	1	420	-889578.41	15417733.9574580	-889578.41	15417733.9574580	-889578.41	15417733.9574580	0	62	1	1	0	1	1	1	2.07	6	3	5	0	20	273911
27391	1.04	2	460	-889578.41	15417733.9574580	-889578.41	15417733.9574580	-889363.35	15419370.0255281	0	62	1	1	0	1	1	1	2.86	6	3	4	1.6	10	273912
27391	1.04	3	470	-889578.41	15417733.9574580	-889363.35	15419370.0255281	-889578.41	15417733.9574580	0	62	1	1	0	1	1	1	2.23	6	3	4	1.6	70	273912
72791	0.98	1	480	-891168.56	15416096.7132171	-891168.56	15416096.7132171	-892902.25	15413502.4850945	1	44	1	1	0	1	1	2	6.59	5	4	1	3	82	727911
72791	0.98	2	1046	-891168.56	15416096.7132171	-892902.25	15413502.4850945	-891168.56	15416096.7132171	1	44	1	1	0	1	1	2	6.23	5	4	1	3	26	727911
72551	0.98	1	480	-892740.81	15415258.4661164	-892740.81	15415258.4661164	-889904.64	15413398.3195887	1	35	1	1	0	0	1	1	5.97	5	3	1	3.3	10	725511
72551	0.98	2	1230	-892740.81	15415258.4661164	-889904.64	15413398.3195887	-892740.81	15415258.4661164	1	35	1	1	0	0	1	1	4.56	5	3	1	3.3	10	725511
72551	0.98	3	1245	-892740.81	15415258.4661164	-892740.81	15415258.4661164	-891831.22	15414365.6710182	1	35	1	1	0	0	1	1	5.17	5	2	4	1.2	5	725512
72551	0.98	4	1310	-892740.81	15415258.4661164	-891831.22	15414365.6710182	-892729.85	15416355.6019378	1	35	1	1	0	0	1	1	4.04	5	2	4	2.1	50	725512
72551	0.98	5	1500	-892740.81	15415258.4661164	-892729.85	15416355.6019378	-892740.81	15415258.4661164	1	35	1	1	0	0	1	1	4.46	5	2	4	1.1	10	725512
26381	0.96	1	660	-891555.66	15419074.4405943	-891555.66	15419074.4405943	-891310.21	15418798.9061627	0	76	0	0	0	0	1	3	7.24	5	3	3	0.4	5	263811
26381	0.96	2	705	-891555.66	15419074.4405943	-891310.21	15418798.9061627	-891555.66	15419074.4405943	0	76	0	0	0	0	1	3	6.9	5	3	3	0.4	5	263811
26381	0.96	3	840	-891555.66	15419074.4405943	-891555.66	15419074.4405943	-891555.66	15419074.4405943	0	76	0	0	0	0	1	3	7.96	5	1	4	0	45	263812
26381	0.96	4	1200	-891555.66	15419074.4405943	-891555.66	15419074.4405943	-891555.66	15419074.4405943	0	76	0	0	0	0	1	3	6.25	5	1	4	0	10	263813
72821	0.95	1	900	-890097.24	15412496.6918059	-890097.24	15412496.6918059	-890148.01	15412383.0097480	0	85	0	0	1	0	1	3	1.26	3	1	4	0.1	10	728211
72821	0.95	2	990	-890097.24	15412496.6918059	-890148.01	15412383.0097480	-890097.24	15412496.6918059	0	85	0	0	1	0	1	3	1.25	3	1	4	0.1	10	728211
26701	0.95	1	570	-890642.89	15412289.8434108	-890642.89	15412289.8434108	-890619.05	15412442.2686356	0	79	0	0	1	0	1	3	6	2	1	1	0.2	7	267011
26701	0.95	2	600	-890642.89	15412289.8434108	-890619.05	15412442.2686356	-890580.27	15412347.5591515	0	79	0	0	1	0	1	3	5.75	2	1	3	0.1	14	267011
26701	0.95	3	617	-890642.89	15412289.8434108	-890580.27	15412347.5591515	-890642.89	15412289.8434108	0	79	0	0	1	0	1	3	4.82	2	1	1	0.1	3	267011
72341	0.94	1	390	-890068.98	15416338.9106850	-890068.98	15416338.9106850	-891351.64	15414663.7509671	1	52	1	1	0	0	1	1	7.08	3	4	1	2.1	35	723411
72341	0.94	2	1020	-890068.98	15416338.9106850	-891351.64	15414663.7509671	-890068.98	15416338.9106850	1	52	1	1	0	0	1	1	7.08	3	4	1	2.1	50	723411
72561	0.94	1	405	-891852.95	15415175.1439093	-891852.95	15415175.1439093	-889663.89	15414646.9646170	1	33	1	1	0	0	1	3	4.52	3	4	1	2.2	27	725611
72561	0.94	2	620	-891852.95	15415175.1439093	-889663.89	15414646.9646170	-891852.95	15415175.1439093	1	33	1	1	0	0	1	3	4.47	3	4	1	2.2	33	725611
72561	0.94	3	780	-891852.95	15415175.1439093	-891852.95	15415175.1439093	-889663.89	15414646.9646170	1	33	1	1	0	0	1	3	4.79	3	4	1	2.2	34	725612
72561	0.94	4	1110	-891852.95	15415175.1439093	-889663.89	15414646.9646170	-891852.95	15415175.1439093	1	33	1	1	0	0	1	3	4.72	3	4	1	2.2	38	725612
27791	0.93	1	570	-892835.92	15417165.9459056	-892835.92	15417165.9459056	-891598.2	15415827.9484260	1	34	0	1	1	0	1	3	3.23	6	1	3	1.8	30	277911
27791	0.93	2	645	-892835.92	15417165.9459056	-891598.2	15415827.9484260	-892835.92	15417165.9459056	1	34	0	1	1	0	1	3	2.5	6	4	3	1.8	0	277911
27791	0.93	3	645	-892835.92	15417165.9459056	-892835.92	15417165.9459056	-891687.4	15414349.3476166	1	34	0	1	1	0	1	3	2.9	6	4	4	3	47	277912
27791	0.93	4	990	-892835.92	15417165.9459056	-891687.4	15414349.3476166	-892835.92	15417165.9459056	1	34	0	1	1	0	1	3	3.88	6	4	4	3	15	277912
27791	0.93	5	1050	-892835.92	15417165.9459056	-892835.92	15417165.9459056	-892835.92	15417165.9459056	1	34	0	1	1	0	1	3	2.38	6	1	4	0	50	277913
27791	0.93	6	1190	-892835.92	15417165.9459056	-892835.92	15417165.9459056	-891074.08	15413618.4160447	1	34	0	1	1	0	1	3	2.21	6	1	4	3.9	40	277914
27791	0.93	7	1350	-892835.92	15417165.9459056	-891074.08	15413618.4160447	-892835.92	15417165.9459056	1	34	0	1	1	0	1	3	2.83	6	4	4	3.9	40	277914
72091	0.91	1	600	-889967.66	15418025.8064231	-889967.66	15418025.8064231	-890048.65	15418364.2035738	0	25	0	1	0	0	1	1	1.53	5	1	3	0.3	5	720911
72091	0.91	2	660	-889967.66	15418025.8064231	-890048.65	15418364.2035738	-889967.66	15418025.8064231	0	25	0	1	0	0	1	1	1.02	5	1	3	0.3	5	720911
72091	0.91	3	705	-889967.66	15418025.8064231	-889967.66	15418025.8064231	-891574.07	15415758.2014576	0	25	0	1	0	0	1	1	1.77	5	5	4	2.7	10	720912
72091	0.91	4	870	-889967.66	15418025.8064231	-891574.07	15415758.2014576	-891634.34	15415689.2970209	0	25	0	1	0	0	1	1	1.44	5	1	4	0.1	5	720912
72091	0.91	5	990	-889967.66	15418025.8064231	-891634.34	15415689.2970209	-889967.66	15418025.8064231	0	25	0	1	0	0	1	1	1.85	5	5	4	2.8	20	720912
72091	0.91	6	1125	-889967.66	15418025.8064231	-889967.66	15418025.8064231	-892247.3	15414960.6212831	0	25	0	1	0	0	1	1	1.41	5	4	4	3.7	95	720913
72091	0.91	7	1290	-889967.66	15418025.8064231	-892247.3	15414960.6212831	-892020.89	15415261.2190097	0	25	0	1	0	0	1	1	1.92	5	1	4	0.4	5	720913
26681	0.9	1	540	-893456.18	15418681.5370658	-893456.18	15418681.5370658	-893669.69	15418187.1849905	1	63	0	1	0	0	1	3	1.51	1	1	1	0.5	15	266811
26681	0.9	2	660	-893456.18	15418681.5370658	-893669.69	15418187.1849905	-893456.18	15418681.5370658	1	63	0	1	0	0	1	3	1.15	1	4	1	0.5	210	266811
72431	0.89	1	450	-890364.91	15415041.1685921	-890364.91	15415041.1685921	-891593.04	15415847.7557401	1	30	1	1	0	0	1	3	7.23	1	4	1	1.4	15	724311
72431	0.89	2	710	-890364.91	15415041.1685921	-891593.04	15415847.7557401	-890364.91	15415041.1685921	1	30	1	1	0	0	1	3	7.99	1	1	1	1.4	25	724311
72431	0.89	3	780	-890364.91	15415041.1685921	-890364.91	15415041.1685921	-891593.04	15415847.7557401	1	30	1	1	0	0	1	3	7.59	1	1	1	1.4	25	724312
72431	0.89	4	1065	-890364.91	15415041.1685921	-891593.04	15415847.7557401	-891434.23	15414346.8318685	1	30	1	1	0	0	1	3	7.84	1	4	3	1.5	12	724312
72431	0.89	5	1083	-890364.91	15415041.1685921	-891434.23	15414346.8318685	-891831.22	15414365.6710182	1	30	1	1	0	0	1	3	6.97	1	1	4	0.4	5	724312
72431	0.89	6	1150	-890364.91	15415041.1685921	-891831.22	15414365.6710182	-891753.66	15414176.2397484	1	30	1	1	0	0	1	3	6.08	1	1	4	0.2	8	724312
72431	0.89	7	1260	-890364.91	15415041.1685921	-891753.66	15414176.2397484	-890874.6	15414708.6518342	1	30	1	1	0	0	1	3	6.6	1	1	4	1	25	724312
72431	0.89	8	1320	-890364.91	15415041.1685921	-890874.6	15414708.6518342	-890364.91	15415041.1685921	1	30	1	1	0	0	1	3	7.86	1	4	1	0.6	8	724312
27481	0.89	1	630	-893920.44	15414465.8786875	-893920.44	15414465.8786875	-891211.32	15414796.4008646	0	87	1	1	0	1	1	1	4.28	2	3	1	2.7	20	274811
27481	0.89	2	690	-893920.44	15414465.8786875	-891211.32	15414796.4008646	-893725.83	15414563.2452503	0	87	1	1	0	1	1	1	4.39	2	3	3	2.5	15	274811
27481	0.89	3	730	-893920.44	15414465.8786875	-893725.83	15414563.2452503	-893920.44	15414465.8786875	0	87	1	1	0	1	1	1	5.84	2	3	1	0.2	5	274811
27871	0.84	1	900	-892014.99	15415851.9703032	-892014.99	15415851.9703032	-891433.26	15413944.6816604	1	40	0	1	0	0	1	2	6.52	5	4	3	1.9	55	278711
27871	0.84	2	955	-892014.99	15415851.9703032	-891433.26	15413944.6816604	-891351.64	15414663.7509671	1	40	0	1	0	0	1	2	6.16	5	4	3	0.7	15	278711
27871	0.84	3	980	-892014.99	15415851.9703032	-891351.64	15414663.7509671	-890889.95	15414162.6979794	1	40	0	1	0	0	1	2	6.82	5	4	3	0.7	32	278711
27871	0.84	4	1020	-892014.99	15415851.9703032	-890889.95	15414162.6979794	-892014.99	15415851.9703032	1	40	0	1	0	0	1	2	7.66	5	4	3	2	75	278711
26581	0.77	1	900	-894273.71	15409861.7003158	-894273.71	15409861.7003158	-894273.71	15409861.7003158	0	31	0	0	0	1	1	3	3.62	7	1	4	0	75	265811
27641	0.76	1	480	-891990.64	15414809.1217167	-891990.64	15414809.1217167	-891978.52	15414530.9728919	0	55	0	1	0	0	1	1	5.52	1	1	3	0.3	5	276411
27641	0.76	2	510	-891990.64	15414809.1217167	-891978.52	15414530.9728919	-891990.64	15414809.1217167	0	55	0	1	0	0	1	1	5.95	1	1	3	0.3	5	276411
27641	0.76	3	1170	-891990.64	15414809.1217167	-891990.64	15414809.1217167	-892001.81	15414685.1130395	0	55	0	1	0	0	1	1	5.88	1	1	4	0.1	3	276412
27641	0.76	4	1350	-891990.64	15414809.1217167	-892001.81	15414685.1130395	-891990.64	15414809.1217167	0	55	0	1	0	0	1	1	5.17	1	1	4	0.1	3	276412
72291	0.74	1	400	-889248.06	15420461.0076996	-889248.06	15420461.0076996	-889248.06	15420461.0076996	1	53	0	0	0	0	1	3	7.08	5	1	4	0	60	722911
72291	0.74	2	600	-889248.06	15420461.0076996	-889248.06	15420461.0076996	-889356.55	15420531.6084678	1	53	0	0	0	0	1	3	7.08	5	1	4	0.1	2	722912
72291	0.74	3	625	-889248.06	15420461.0076996	-889356.55	15420531.6084678	-889471.93	15420413.6346258	1	53	0	0	0	0	1	3	7.08	5	1	3	0.2	5	722912
72291	0.74	4	640	-889248.06	15420461.0076996	-889471.93	15420413.6346258	-889248.06	15420461.0076996	1	53	0	0	0	0	1	3	7.08	5	1	4	0.2	10	722912
72291	0.74	5	710	-889248.06	15420461.0076996	-889248.06	15420461.0076996	-889248.06	15420461.0076996	1	53	0	0	0	0	1	3	7.08	5	1	4	0	40	722913
