Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;HC;Urban;URB/Local/50/St+Go2;+2%;5.836833;0.038034331;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;HC;Urban;URB/Local/50/St+Go2;+4%;5.838788986;0.040880002;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;HC;Urban;URB/Local/50/St+Go2;+6%;5.838853836;0.044297412;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;0%;79.04334259;0.155700698;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;+/-2%;79.04331207;0.187708259;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;+/-4%;79.04321289;0.276817709;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;+/-6%;79.04324341;0.438112259;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;-6%;79.04334259;0.065814242;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;-4%;79.04334259;0.073849775;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;-2%;79.04334259;0.101325832;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;+2%;79.04328156;0.274090618;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;+4%;79.04309082;0.479785502;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/Freeflow;+6%;79.04311371;0.810410142;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;0%;15.47643852;0.60593462;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;+/-2%;15.4724884;0.644346356;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;+/-4%;15.46883678;0.884164453;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;+/-6%;15.45297337;1.234271169;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;-6%;15.48051739;0.210351512;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;-4%;15.48048592;0.261826664;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;-2%;15.47820568;0.350611031;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;+2%;15.46677399;0.938081563;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;+4%;15.45718384;1.506501913;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go;+6%;15.42543221;2.258190393;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;0%;6.128380299;0.931938529;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;+/-2%;6.1273489;0.898894906;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;+/-4%;6.124416351;1.058894753;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;+/-6%;6.124890327;1.142214656;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;-6%;6.125377178;0.439053804;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;-4%;6.128029346;0.485251963;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;-2%;6.127646923;0.565994143;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;+2%;6.127052784;1.231795311;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;+4%;6.120803833;1.632537127;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Rural;RUR/Trunk/80/St+Go2;+6%;6.124405384;1.845374942;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;0%;41.66275787;0.19335942;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;+/-2%;41.66275787;0.201266199;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;+/-4%;41.66275787;0.239351422;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;+/-6%;41.66162491;0.30140239;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;-6%;41.66275787;0.107380435;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;-4%;41.66275787;0.120274;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;-2%;41.66275787;0.144802779;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;+2%;41.66275787;0.25772965;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;+4%;41.66275787;0.358428717;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;+6%;41.66048813;0.49542442;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;12.48863316;0.3382034;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;+/-2%;12.48870945;0.3417207;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;+/-4%;12.48709679;0.37524116;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;+/-6%;12.48793888;0.426966697;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;-6%;12.48871803;0.220885143;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;-4%;12.48871803;0.244979158;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;-2%;12.48871803;0.278052539;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;+2%;12.48870087;0.405388802;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;+4%;12.48547554;0.50550282;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;+6%;12.48715973;0.633048296;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;0%;5.839771271;0.449499577;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;+/-2%;5.838320255;0.450300694;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;+/-4%;5.839328766;0.469701886;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;+/-6%;5.839369297;0.567529738;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;-6%;5.839882851;0.349514663;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;-4%;5.83987093;0.375656545;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;-2%;5.839808464;0.40956986;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;+2%;5.836833;0.491031468;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;+4%;5.838788986;0.563747227;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go2;+6%;5.838853836;0.785544932;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;0%;79.04334259;0.230366305;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;+/-2%;79.04331207;0.257593334;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;+/-4%;79.04321289;0.345990628;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;+/-6%;79.04324341;0.475752741;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;-6%;79.04334259;0.075047567;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;-4%;79.04334259;0.092987724;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;-2%;79.04334259;0.144747987;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;+2%;79.04328156;0.370438665;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;+4%;79.04309082;0.59899354;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/Freeflow;+6%;79.04311371;0.876457989;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;0%;15.47643852;0.556553245;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;+/-2%;15.4724884;0.571052611;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;+/-4%;15.46883678;0.614735305;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;+/-6%;15.45297337;0.695089698;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;-6%;15.48051739;0.317459315;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;-4%;15.48048592;0.370216668;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;-2%;15.47820568;0.452619791;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;+2%;15.46677399;0.689485371;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;+4%;15.45718384;0.859254241;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go;+6%;15.42543221;1.072720051;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;0%;6.128380299;0.874101758;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;+/-2%;6.1273489;0.876322567;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;+/-4%;6.124416351;0.896731436;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;+/-6%;6.124890327;0.92975688;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;-6%;6.125377178;0.662282467;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;-4%;6.128029346;0.715723634;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;-2%;6.127646923;0.777205169;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;+2%;6.127052784;0.975439668;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;+4%;6.120803833;1.077739;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Rural;RUR/Trunk/80/St+Go2;+6%;6.124405384;1.197231054;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;41.66275787;0.299246997;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;+/-2%;41.66275787;0.309403718;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;+/-4%;41.66275787;0.350685656;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;+/-6%;41.66162491;0.418845206;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;-6%;41.66275787;0.147379756;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;-4%;41.66275787;0.173779353;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;-2%;41.66275787;0.222237185;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;+2%;41.66275787;0.396570235;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;+4%;41.66275787;0.527592003;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;+6%;41.66048813;0.690310717;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;12.48863316;0.548087835;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;+/-2%;12.48870945;0.556457758;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;+/-4%;12.48709679;0.58335197;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;+/-6%;12.48793888;0.628213227;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;-6%;12.48871803;0.374539554;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;-4%;12.48871803;0.413621664;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;-2%;12.48871803;0.472825557;ØGermany;NA;NA
avg_demo_all_gradients[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;+2%;12.48870087;0.640089929;ØGermany;NA;NA
