Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;%OfEmConcept;V;V_0%;V_100%;EFA;EFA_0%;EFA_100%;V_weighted;V_weighted_0%;V_weighted_100%;EFA_weighted;EFA_weighted_0%;EFA_weighted_100%;AmbientCondPattern;EFA_WTT;EFA_WTT_0%;EFA_WTT_100%;EFA_WTW;EFA_WTW_0%;EFA_WTW_100%
HGV_detailed[4.1];HGV;2020;REF D HB41;PM;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.008684171;0.00883226;0.008764208;17.57118225;17.73347473;17.43442726;0.04957838;0.045490943;0.051531594;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.006619827;0.006332384;0.006896153;27.4162674;27.41648865;27.41589928;0.036786627;0.03375002;0.039764453;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0.015087547;0.014511525;0.01575179;9.478362083;9.49412632;9.454304695;0.082460031;0.077009499;0.087160908;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PN;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;25978042368;24610910208;27312371712;86.29055786;86.30230713;86.26737976;9.62753E+12;9.07568E+12;1.01767E+13;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PN;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;52022190080;49514672128;54432907264;17.57118225;17.73347473;17.43442726;2.0749E+13;1.89141E+13;2.25884E+13;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;31548399616;30680242176;32445493248;27.4162674;27.41648865;27.41589928;2.01475E+13;1.9149E+13;2.1183E+13;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;78204264448;75844591616;80618856448;9.478362083;9.49412632;9.454304695;3.97842E+13;3.75789E+13;4.19935E+13;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CO2(rep);MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;422.1239014;401.6945801;442.5238037;86.29055786;86.30230713;86.26737976;631.147644;536.3186035;726.2860107;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CO2(rep);MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;519.9389038;462.8446045;577.1393433;17.57118225;17.73347473;17.43442726;1611.047241;1136.497192;2067.756836;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;248.754776;226.477005;271.5247192;27.4162674;27.41648865;27.41589928;557.8525391;445.5020142;672.6698608;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;552.5351563;510.3111877;595.7387695;9.478362083;9.49412632;9.454304695;1373.924438;1083.970825;1667.358032;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CO2(total);MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;450.3959045;428.5983276;472.1621399;86.29055786;86.30230713;86.26737976;673.5550537;572.3535767;775.086853;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CO2(total);MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;554.762146;493.8439026;615.7935791;17.57118225;17.73347473;17.43442726;1719.299561;1212.859619;2206.699219;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CO2(total);Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;265.4152832;241.6454468;289.7102661;27.4162674;27.41648865;27.41589928;595.3311768;475.4325256;717.8623657;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CO2(total);Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;589.5415649;544.489563;635.6387329;9.478362083;9.49412632;9.454304695;1466.227539;1156.794312;1779.374512;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NO2;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0.053903542;0.046652194;0.061023843;86.29055786;86.30230713;86.26737976;0.153439611;0.14406836;0.169024989;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NO2;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.268891603;0.242911518;0.294315636;17.57118225;17.73347473;17.43442726;1.138963103;1.048052073;1.170190811;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NO2;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.092985436;0.096315421;0.087451868;27.4162674;27.41648865;27.41589928;0.493456364;0.516513646;0.473281801;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NO2;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0.521036565;0.449675649;0.600518942;9.478362083;9.49412632;9.454304695;1.804301858;1.590749264;1.920470715;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CH4;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0.000184685;0.000178528;0.000190859;86.29055786;86.30230713;86.26737976;0.000834766;0.000761495;0.000907573;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CH4;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.000473296;0.000450249;0.000496194;17.57118225;17.73347473;17.43442726;0.0026153;0.002165765;0.003055661;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CH4;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.000300384;0.000292264;0.000307967;27.4162674;27.41648865;27.41589928;0.001819003;0.001743714;0.001895675;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;CH4;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0.000756135;0.000742031;0.000770435;9.478362083;9.49412632;9.454304695;0.003994954;0.003779283;0.004227628;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NMHC;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0.007510523;0.007260122;0.007761601;86.29055786;86.30230713;86.26737976;0.023194224;0.021993229;0.024373243;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NMHC;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.01924737;0.018310146;0.02017854;17.57118225;17.73347473;17.43442726;0.079000168;0.069535933;0.08846882;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NMHC;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.012215609;0.011885391;0.012523987;27.4162674;27.41648865;27.41589928;0.066412076;0.065211661;0.067652009;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NMHC;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0.030749479;0.030175911;0.031331033;9.478362083;9.49412632;9.454304695;0.14401044;0.139860913;0.148827806;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;Pb;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0;0;0;86.29055786;86.30230713;86.26737976;0;0;0;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;Pb;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0;0;0;17.57118225;17.73347473;17.43442726;0;0;0;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;Pb;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0;0;0;27.4162674;27.41648865;27.41589928;0;0;0;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;Pb;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0;0;0;9.478362083;9.49412632;9.454304695;0;0;0;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;SO2;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0.002310867;0.002199029;0.002422544;86.29055786;86.30230713;86.26737976;0.003452801;0.002934037;0.003973256;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;SO2;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.002846344;0.002533788;0.003159481;17.57118225;17.73347473;17.43442726;0.008813442;0.006217401;0.011311886;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;SO2;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.001361778;0.001239822;0.00148643;27.4162674;27.41648865;27.41589928;0.003051898;0.00243725;0.003680039;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;SO2;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0.003024788;0.002793638;0.003261301;9.478362083;9.49412632;9.454304695;0.0075165;0.005930214;0.009121826;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;N2O;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0.015;0.015;0.015;86.1652832;86.17700958;86.14215088;0.04345664;0.04345664;0.04345664;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;N2O;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.0185;0.0185;0.0185;17.54577637;17.70776558;17.40929222;0.052692823;0.052692823;0.052692823;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;N2O;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.018999999;0.018999999;0.018999999;27.35533333;27.35554886;27.35498238;0.047037929;0.047037933;0.047037933;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;N2O;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0.0185;0.0185;0.0185;9.45732975;9.473024368;9.433322906;0.04313051;0.04313051;0.04313051;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NH3;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0.007617475;0.007617475;0.007617475;86.1652832;86.17700958;86.14215088;0.012689142;0.012689142;0.012689142;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NH3;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.006376399;0.006376399;0.006376399;17.54577637;17.70776558;17.40929222;0.017355142;0.01735514;0.01735514;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NH3;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.006585397;0.006585397;0.006585397;27.35533333;27.35554886;27.35498238;0.011355663;0.011355663;0.011355663;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;NH3;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0.006376399;0.006376399;0.006376399;9.45732975;9.473024368;9.433322906;0.014842311;0.014842311;0.014842311;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PM (non-exhaust);MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0.129999995;0.129999995;0.129999995;86.29055786;86.30230713;86.26737976;0.129999995;0.129999995;0.129999995;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PM (non-exhaust);MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.129999995;0.129999995;0.129999995;17.57118225;17.73347473;17.43442726;0.129999995;0.129999995;0.129999995;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PM (non-exhaust);Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.100000001;0.100000001;0.100000001;27.4162674;27.41648865;27.41589928;0.099999994;0.100000001;0.100000001;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;PM (non-exhaust);Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;1.200000048;1.200000048;1.200000048;9.478362083;9.49412632;9.454304695;1.200000048;1.200000048;1.200000048;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;Benzene;MW;RUR/MW/130/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;86.30230713;86.30230713;86.30230713;0.00012851;0.000124225;0.000132806;86.29055786;86.30230713;86.26737976;0.000396474;0.00037599;0.000416583;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;Benzene;MW;RUR/MW/130/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.024294695;;17.75388718;17.76120567;17.75933456;0.000329335;0.000313299;0.000345268;17.57118225;17.73347473;17.43442726;0.001350742;0.001189126;0.001512447;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;Benzene;Urban;URB/Distr/30/Freeflow;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;27.41651535;27.41651535;27.41651535;0.000209017;0.000203367;0.000214294;27.4162674;27.41648865;27.41589928;0.001136077;0.001115605;0.001157224;;;;;;;
HGV_detailed[4.1];HGV;2020;REF D HB41;Benzene;Urban;URB/Distr/30/St+Go;0%;1423160;RT <=7.5t Euro-VI;diesel;RT ≤7,5t;HGV D Euro-VI;242272.5781;0.089462757;;9.494311333;9.494311333;9.494311333;0.000526144;0.00051633;0.000536094;9.478362083;9.49412632;9.454304695;0.002463436;0.002392605;0.002545695;;;;;;;
