Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
2020HotAverage[4.1];motorcycle;2020;REF D HB41;CO2(total);Urban;URB/Local/50/Freeflow;0%;40.71893311;84.7411499;;;
2020HotAverage[4.1];motorcycle;2020;REF D HB41;CO2(total);Urban;URB/Local/50/St+Go;0%;23.70899963;143.35466;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CO2(total);Urban;URB/Local/50/Freeflow;0%;38.16640472;646.4078979;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CO2(total);Urban;URB/Local/50/St+Go;0%;12.30854416;1526.344604;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;HC;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.048620749;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;HC;Urban;URB/Local/50/St+Go;0%;12.30854416;0.115925066;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.67141211;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;12.30854416;1.383059025;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;38.16640472;2.29156208;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;12.30854416;6.721096516;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;FC;Urban;URB/Local/50/Freeflow;0%;38.16640472;207.2973328;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;FC;Urban;URB/Local/50/St+Go;0%;12.30854416;489.4849548;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/Freeflow;0%;38.16640472;8.820799828;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;0%;12.30854416;20.82605171;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.02732794;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;0%;12.30854416;0.071998134;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;0%;38.16640472;1.60308E+13;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;0%;12.30854416;3.33335E+13;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;0%;38.16640472;605.7132568;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;0%;12.30854416;1430.256348;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;NO2;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.425829202;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;NO2;Urban;URB/Local/50/St+Go;0%;12.30854416;1.337840796;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CH4;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.001376602;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CH4;Urban;URB/Local/50/St+Go;0%;12.30854416;0.003263844;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;NMHC;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.04724415;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;NMHC;Urban;URB/Local/50/St+Go;0%;12.30854416;0.112661213;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;Pb;Urban;URB/Local/50/Freeflow;0%;38.16640472;0;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;Pb;Urban;URB/Local/50/St+Go;0%;12.30854416;0;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;SO2;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.003313724;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;SO2;Urban;URB/Local/50/St+Go;0%;12.30854416;0.007824671;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;N2O;Urban;URB/Local/50/Freeflow;0%;38.081604;0.047037929;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;N2O;Urban;URB/Local/50/St+Go;0%;12.28125668;0.04313051;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;NH3;Urban;URB/Local/50/Freeflow;0%;38.081604;0.011355663;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;NH3;Urban;URB/Local/50/St+Go;0%;12.28125668;0.014842311;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/50/Freeflow;0%;38.16640472;0.099999994;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/50/St+Go;0%;12.30854416;1.200000048;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;Benzene;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.000808058;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;Benzene;Urban;URB/Local/50/St+Go;0%;12.30854416;0.001926972;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PM2.5;Urban;URB/Local/50/Freeflow;0%;38.16640472;0.02732794;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PM2.5;Urban;URB/Local/50/St+Go;0%;12.30854416;0.071998134;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;0%;38.16640472;0.013995224;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;0%;12.30854416;0.032724172;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;0%;38.16640472;0.067000002;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;0%;12.30854416;0.068000019;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;0%;38.16640472;0.006700001;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/St+Go;0%;12.30854416;0.006800001;;;
2020HotAverage[4.1];HGV;2020;REF D HB41;CO2e;Urban;URB/Local/50/Freeflow;0%;38.16640472;619.7648926;;145.7719421;765.5368652
2020HotAverage[4.1];HGV;2020;REF D HB41;CO2e;Urban;URB/Local/50/St+Go;0%;12.30854416;1443.19104;;343.9282227;1787.119263
